epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.862,1.09857,0.65289,1,1.28986,0.0002363,0.0002363,0.0002363
2,92.8755,0.88576,0.69421,1,1.24182,0.000468039,0.000468039,0.000468039
3,98.647,0.87785,0.70455,1,1.24609,0.000693495,0.000693495,0.000693495
4,104.379,0.83821,0.70868,1,1.22961,0.000685726,0.000685726,0.000685726
5,110.203,0.78412,0.72521,1,1.19501,0.000676301,0.000676301,0.000676301
6,116.205,0.75801,0.74174,1,1.20813,0.000666876,0.000666876,0.000666876
7,121.674,0.70003,0.72107,1,1.18933,0.000657451,0.000657451,0.000657451
8,127.262,0.67202,0.75207,1,1.16852,0.000648026,0.000648026,0.000648026
9,132.942,0.67147,0.71488,1,1.18091,0.000638602,0.000638602,0.000638602
10,138.441,0.62405,0.73967,1,1.1803,0.000629177,0.000629177,0.000629177
11,143.951,0.64242,0.74174,1,1.15857,0.000619752,0.000619752,0.000619752
12,149.756,0.62613,0.75826,1,1.16779,0.000610327,0.000610327,0.000610327
13,155.445,0.54934,0.76446,1,1.16412,0.000600902,0.000600902,0.000600902
14,161.317,0.57094,0.7686,1,1.14841,0.000591478,0.000591478,0.000591478
15,167.159,0.55607,0.78719,1,1.15161,0.000582053,0.000582053,0.000582053
16,173.028,0.52409,0.75413,1,1.16425,0.000572628,0.000572628,0.000572628
17,178.639,0.49598,0.74174,1,1.16034,0.000563203,0.000563203,0.000563203
18,184.255,0.52901,0.75,1,1.1676,0.000553778,0.000553778,0.000553778
19,190.145,0.48822,0.77273,1,1.13229,0.000544354,0.000544354,0.000544354
20,195.57,0.4645,0.78099,1,1.1554,0.000534929,0.000534929,0.000534929
21,201.299,0.46041,0.77479,1,1.13281,0.000525504,0.000525504,0.000525504
22,206.914,0.47189,0.77686,1,1.14069,0.000516079,0.000516079,0.000516079
23,212.596,0.44345,0.77893,1,1.13,0.000506654,0.000506654,0.000506654
24,218.188,0.4279,0.78099,1,1.15277,0.00049723,0.00049723,0.00049723
25,223.945,0.44626,0.78926,1,1.1344,0.000487805,0.000487805,0.000487805
26,229.698,0.43121,0.77893,1,1.13818,0.00047838,0.00047838,0.00047838
27,235.349,0.4072,0.78719,1,1.13086,0.000468955,0.000468955,0.000468955
28,241.158,0.39243,0.75413,1,1.14554,0.00045953,0.00045953,0.00045953
29,246.751,0.38584,0.77273,1,1.16528,0.000450106,0.000450106,0.000450106
30,252.471,0.40087,0.76653,1,1.14493,0.000440681,0.000440681,0.000440681
31,258.266,0.3407,0.78306,1,1.13806,0.000431256,0.000431256,0.000431256
32,264.164,0.36527,0.79545,1,1.12671,0.000421831,0.000421831,0.000421831
33,270.092,0.3517,0.77066,1,1.14703,0.000412406,0.000412406,0.000412406
34,275.831,0.32729,0.77066,1,1.13708,0.000402982,0.000402982,0.000402982
35,281.63,0.32801,0.77686,1,1.14001,0.000393557,0.000393557,0.000393557
36,287.19,0.31736,0.77893,1,1.13116,0.000384132,0.000384132,0.000384132
37,292.773,0.32881,0.77479,1,1.13281,0.000374707,0.000374707,0.000374707
38,298.715,0.2979,0.78099,1,1.12933,0.000365282,0.000365282,0.000365282
39,304.403,0.28919,0.77066,1,1.14343,0.000355858,0.000355858,0.000355858
40,310.071,0.29049,0.77893,1,1.13312,0.000346433,0.000346433,0.000346433
41,315.831,0.29792,0.79132,1,1.13464,0.000337008,0.000337008,0.000337008
42,321.519,0.25904,0.75826,1,1.17584,0.000327583,0.000327583,0.000327583
43,327.204,0.29283,0.76033,1,1.13043,0.000318158,0.000318158,0.000318158
44,332.831,0.28232,0.79132,1,1.13129,0.000308734,0.000308734,0.000308734
45,338.632,0.27232,0.79959,1,1.12396,0.000299309,0.000299309,0.000299309
46,344.482,0.28942,0.78306,1,1.13708,0.000289884,0.000289884,0.000289884
47,349.927,0.2418,0.79752,1,1.13397,0.000280459,0.000280459,0.000280459
48,355.657,0.25381,0.78512,1,1.1449,0.000271034,0.000271034,0.000271034
49,361.5,0.23966,0.78719,1,1.15033,0.00026161,0.00026161,0.00026161
50,367.477,0.23307,0.75826,1,1.12506,0.000252185,0.000252185,0.000252185
51,373.472,0.22698,0.78512,1,1.13403,0.00024276,0.00024276,0.00024276
52,379.105,0.23569,0.78719,1,1.14157,0.000233335,0.000233335,0.000233335
53,384.722,0.22539,0.77479,1,1.12006,0.00022391,0.00022391,0.00022391
54,390.256,0.19456,0.77479,1,1.12323,0.000214486,0.000214486,0.000214486
55,395.848,0.20086,0.78099,1,1.11224,0.000205061,0.000205061,0.000205061
56,401.322,0.22016,0.78512,1,1.12518,0.000195636,0.000195636,0.000195636
57,407.216,0.23076,0.78926,1,1.12299,0.000186211,0.000186211,0.000186211
58,412.743,0.19762,0.77893,1,1.12451,0.000176786,0.000176786,0.000176786
59,418.381,0.21206,0.77893,1,1.12219,0.000167362,0.000167362,0.000167362
60,423.937,0.18563,0.80165,1,1.12585,0.000157937,0.000157937,0.000157937
61,429.569,0.20365,0.77686,1,1.13293,0.000148512,0.000148512,0.000148512
62,435.438,0.19701,0.79132,1,1.10934,0.000139087,0.000139087,0.000139087
63,441.059,0.18563,0.78512,1,1.12485,0.000129662,0.000129662,0.000129662
64,446.756,0.19368,0.79959,1,1.10895,0.000120238,0.000120238,0.000120238
65,452.471,0.16278,0.80372,1,1.10248,0.000110813,0.000110813,0.000110813
66,487.264,0.17216,0.79752,1,1.11621,0.000101388,0.000101388,0.000101388
67,492.916,0.19324,0.78719,1,1.10901,9.19632e-05,9.19632e-05,9.19632e-05
68,498.773,0.15374,0.78719,1,1.12885,8.25384e-05,8.25384e-05,8.25384e-05
69,504.432,0.15302,0.78099,1,1.12555,7.31136e-05,7.31136e-05,7.31136e-05
70,510.287,0.14384,0.78099,1,1.10895,6.36888e-05,6.36888e-05,6.36888e-05
71,515.982,0.15978,0.79339,1,1.11658,5.4264e-05,5.4264e-05,5.4264e-05
72,521.704,0.13954,0.80165,1,1.11395,4.48392e-05,4.48392e-05,4.48392e-05
73,527.442,0.13537,0.79752,1,1.10669,3.54144e-05,3.54144e-05,3.54144e-05
74,533.166,0.13268,0.79339,1,1.1059,2.59896e-05,2.59896e-05,2.59896e-05
75,538.829,0.15705,0.79959,1,1.10333,1.65648e-05,1.65648e-05,1.65648e-05
