epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
23,184.444,0.17105,0.82192,1,1.08927,0.000506654,0.000506654,0.000506654
24,189.067,0.1681,0.83836,1,1.07865,0.00049723,0.00049723,0.00049723
25,193.693,0.1775,0.84384,1,1.06873,0.000487805,0.000487805,0.000487805
26,198.202,0.13869,0.81644,1,1.06807,0.00047838,0.00047838,0.00047838
27,202.829,0.16441,0.83014,1,1.07869,0.000468955,0.000468955,0.000468955
28,207.412,0.17443,0.82466,1,1.08626,0.00045953,0.00045953,0.00045953
29,211.705,0.16092,0.8137,1,1.09379,0.000450106,0.000450106,0.000450106
30,216.34,0.15319,0.82466,1,1.08545,0.000440681,0.000440681,0.000440681
31,220.731,0.12242,0.81644,1,1.08142,0.000431256,0.000431256,0.000431256
32,225.123,0.14677,0.82192,1,1.08228,0.000421831,0.000421831,0.000421831
33,229.531,0.13052,0.8274,1,1.0909,0.000412406,0.000412406,0.000412406
34,233.912,0.13478,0.81918,1,1.08398,0.000402982,0.000402982,0.000402982
35,238.367,0.14494,0.8274,1,1.08594,0.000393557,0.000393557,0.000393557
36,243.322,0.12383,0.8274,1,1.06807,0.000384132,0.000384132,0.000384132
37,247.963,0.12053,0.8137,1,1.08887,0.000374707,0.000374707,0.000374707
38,252.741,0.11819,0.8274,1,1.07202,0.000365282,0.000365282,0.000365282
39,257.473,0.11265,0.82466,1,1.08069,0.000355858,0.000355858,0.000355858
40,261.971,0.12741,0.82466,1,1.09078,0.000346433,0.000346433,0.000346433
41,266.387,0.10235,0.82466,1,1.08236,0.000337008,0.000337008,0.000337008
42,270.851,0.09842,0.83288,1,1.0741,0.000327583,0.000327583,0.000327583
43,275.191,0.09134,0.83562,1,1.08545,0.000318158,0.000318158,0.000318158
44,279.551,0.08455,0.8274,1,1.0835,0.000308734,0.000308734,0.000308734
45,284.091,0.09549,0.82192,1,1.07817,0.000299309,0.000299309,0.000299309
46,288.561,0.08342,0.81096,1,1.08944,0.000289884,0.000289884,0.000289884
47,293.001,0.09506,0.82192,1,1.08398,0.000280459,0.000280459,0.000280459
48,297.447,0.0818,0.83014,1,1.07776,0.000271034,0.000271034,0.000271034
49,301.949,0.08516,0.82192,1,1.08651,0.00026161,0.00026161,0.00026161
50,306.42,0.09085,0.83014,1,1.06791,0.000252185,0.000252185,0.000252185
51,310.906,0.06142,0.82466,1,1.07939,0.00024276,0.00024276,0.00024276
52,315.369,0.08641,0.82192,1,1.07031,0.000233335,0.000233335,0.000233335
53,319.854,0.08299,0.82466,1,1.07638,0.00022391,0.00022391,0.00022391
54,324.218,0.06291,0.82466,1,1.08394,0.000214486,0.000214486,0.000214486
55,328.743,0.07126,0.83836,1,1.07536,0.000205061,0.000205061,0.000205061
56,333.315,0.06016,0.82192,1,1.06742,0.000195636,0.000195636,0.000195636
57,337.777,0.06764,0.8274,1,1.06702,0.000186211,0.000186211,0.000186211
58,342.342,0.07627,0.83288,1,1.07182,0.000176786,0.000176786,0.000176786
59,346.719,0.0703,0.82192,1,1.07882,0.000167362,0.000167362,0.000167362
60,351.029,0.08588,0.83562,1,1.07361,0.000157937,0.000157937,0.000157937
61,355.46,0.0678,0.83288,1,1.07031,0.000148512,0.000148512,0.000148512
62,359.797,0.07212,0.83288,1,1.07495,0.000139087,0.000139087,0.000139087
63,364.176,0.0666,0.82192,1,1.09562,0.000129662,0.000129662,0.000129662
64,368.748,0.06704,0.83014,1,1.07402,0.000120238,0.000120238,0.000120238
65,373.341,0.0675,0.83562,1,1.07284,0.000110813,0.000110813,0.000110813
66,406.368,0.05887,0.83014,1,1.07284,0.000101388,0.000101388,0.000101388
67,410.927,0.05668,0.8274,1,1.07532,9.19632e-05,9.19632e-05,9.19632e-05
68,415.241,0.07239,0.83562,1,1.073,8.25384e-05,8.25384e-05,8.25384e-05
69,419.715,0.04489,0.82192,1,1.08317,7.31136e-05,7.31136e-05,7.31136e-05
70,424.097,0.06739,0.8274,1,1.07768,6.36888e-05,6.36888e-05,6.36888e-05
71,428.585,0.05565,0.8274,1,1.0719,5.4264e-05,5.4264e-05,5.4264e-05
72,432.965,0.05286,0.82466,1,1.07503,4.48392e-05,4.48392e-05,4.48392e-05
73,437.364,0.06144,0.82466,1,1.08032,3.54144e-05,3.54144e-05,3.54144e-05
74,441.759,0.06454,0.83014,1,1.07231,2.59896e-05,2.59896e-05,2.59896e-05
75,446.151,0.05915,0.82466,1,1.07788,1.65648e-05,1.65648e-05,1.65648e-05
