epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
77,445.44,0.06939,0.79339,1,1.1048,0.000266322,0.000266322,0.000266322
78,451.105,0.07004,0.79132,1,1.10413,0.000260431,0.000260431,0.000260431
79,456.869,0.07128,0.80165,1,1.10748,0.000254541,0.000254541,0.000254541
80,462.698,0.06724,0.80165,1,1.09497,0.000248651,0.000248651,0.000248651
81,468.447,0.06274,0.79339,1,1.09393,0.00024276,0.00024276,0.00024276
82,474.097,0.05857,0.78719,1,1.12271,0.000236869,0.000236869,0.000236869
83,479.821,0.0661,0.79339,1,1.09668,0.000230979,0.000230979,0.000230979
84,485.547,0.0711,0.78926,1,1.10342,0.000225089,0.000225089,0.000225089
85,491.377,0.07609,0.79959,1,1.10773,0.000219198,0.000219198,0.000219198
86,497.086,0.06291,0.80165,1,1.08844,0.000213307,0.000213307,0.000213307
87,502.787,0.05897,0.79959,1,1.10583,0.000207417,0.000207417,0.000207417
88,508.572,0.06795,0.79752,1,1.0943,0.000201527,0.000201527,0.000201527
89,514.264,0.04798,0.78719,1,1.10724,0.000195636,0.000195636,0.000195636
90,520.027,0.05962,0.79132,1,1.10428,0.000189745,0.000189745,0.000189745
91,525.9,0.05906,0.79545,1,1.1059,0.000183855,0.000183855,0.000183855
92,531.67,0.0649,0.78306,1,1.11212,0.000177965,0.000177965,0.000177965
93,537.367,0.05897,0.79545,1,1.10474,0.000172074,0.000172074,0.000172074
94,543.021,0.05122,0.79752,1,1.09229,0.000166183,0.000166183,0.000166183
95,548.687,0.04527,0.79132,1,1.10571,0.000160293,0.000160293,0.000160293
96,554.418,0.05963,0.79339,1,1.09427,0.000154403,0.000154403,0.000154403
97,560.338,0.04892,0.78306,1,1.13361,0.000148512,0.000148512,0.000148512
98,566.22,0.05235,0.79959,1,1.10443,0.000142621,0.000142621,0.000142621
99,572.186,0.06684,0.78926,1,1.10956,0.000136731,0.000136731,0.000136731
100,578.05,0.05958,0.79132,1,1.11887,0.000130841,0.000130841,0.000130841
101,583.74,0.05308,0.78306,1,1.10245,0.00012495,0.00012495,0.00012495
102,589.625,0.05269,0.78926,1,1.10822,0.00011906,0.00011906,0.00011906
103,595.342,0.04947,0.77893,1,1.10336,0.000113169,0.000113169,0.000113169
104,601.164,0.05331,0.77686,1,1.1022,0.000107279,0.000107279,0.000107279
105,606.927,0.04844,0.77686,1,1.10327,0.000101388,0.000101388,0.000101388
106,612.902,0.05409,0.78099,1,1.11563,9.54975e-05,9.54975e-05,9.54975e-05
107,618.683,0.04801,0.79545,1,1.12167,8.9607e-05,8.9607e-05,8.9607e-05
108,624.347,0.04435,0.79752,1,1.09772,8.37165e-05,8.37165e-05,8.37165e-05
109,630.117,0.05046,0.79752,1,1.09677,7.7826e-05,7.7826e-05,7.7826e-05
110,635.934,0.04963,0.79132,1,1.1087,7.19355e-05,7.19355e-05,7.19355e-05
111,671.392,0.04971,0.79339,1,1.11096,6.6045e-05,6.6045e-05,6.6045e-05
112,677.178,0.0468,0.79339,1,1.09625,6.01545e-05,6.01545e-05,6.01545e-05
113,682.922,0.07761,0.79339,1,1.09689,5.4264e-05,5.4264e-05,5.4264e-05
114,688.748,0.04345,0.79339,1,1.1106,4.83735e-05,4.83735e-05,4.83735e-05
115,694.641,0.04975,0.79132,1,1.1199,4.2483e-05,4.2483e-05,4.2483e-05
116,700.598,0.04974,0.79132,1,1.09573,3.65925e-05,3.65925e-05,3.65925e-05
117,706.697,0.05003,0.78926,1,1.11157,3.0702e-05,3.0702e-05,3.0702e-05
118,712.592,0.04101,0.79132,1,1.10779,2.48115e-05,2.48115e-05,2.48115e-05
119,718.507,0.04959,0.78926,1,1.10007,1.8921e-05,1.8921e-05,1.8921e-05
120,724.112,0.04416,0.79339,1,1.12256,1.30305e-05,1.30305e-05,1.30305e-05
