epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
60,338.755,0.08247,0.79959,1,1.10724,0.000296953,0.000296953,0.000296953
61,344.365,0.10257,0.79132,1,1.10498,0.000289884,0.000289884,0.000289884
62,350.154,0.09201,0.79752,1,1.09467,0.000282815,0.000282815,0.000282815
63,355.679,0.08809,0.79545,1,1.11694,0.000275747,0.000275747,0.000275747
64,361.334,0.07962,0.79752,1,1.11087,0.000268678,0.000268678,0.000268678
65,366.942,0.07025,0.79545,1,1.09396,0.00026161,0.00026161,0.00026161
66,372.755,0.06143,0.79132,1,1.11832,0.000254541,0.000254541,0.000254541
67,378.337,0.06901,0.81198,1,1.08517,0.000247472,0.000247472,0.000247472
68,383.732,0.06937,0.80785,1,1.11206,0.000240404,0.000240404,0.000240404
69,389.433,0.08262,0.79339,1,1.09302,0.000233335,0.000233335,0.000233335
70,394.947,0.08702,0.79959,1,1.09521,0.000226267,0.000226267,0.000226267
71,400.514,0.08476,0.79545,1,1.10425,0.000219198,0.000219198,0.000219198
72,405.962,0.07815,0.79545,1,1.10968,0.000212129,0.000212129,0.000212129
73,411.925,0.08608,0.78719,1,1.09561,0.000205061,0.000205061,0.000205061
74,417.387,0.07122,0.79752,1,1.09772,0.000197992,0.000197992,0.000197992
75,423.06,0.0963,0.80165,1,1.1167,0.000190924,0.000190924,0.000190924
76,428.604,0.06976,0.80785,1,1.10291,0.000183855,0.000183855,0.000183855
77,434.03,0.06404,0.80579,1,1.10153,0.000176786,0.000176786,0.000176786
78,439.611,0.06706,0.78926,1,1.10815,0.000169718,0.000169718,0.000169718
79,445.232,0.06336,0.78719,1,1.10938,0.000162649,0.000162649,0.000162649
80,450.932,0.0596,0.80165,1,1.09625,0.000155581,0.000155581,0.000155581
81,456.557,0.06957,0.77479,1,1.10065,0.000148512,0.000148512,0.000148512
82,462.076,0.05466,0.78926,1,1.12347,0.000141443,0.000141443,0.000141443
83,467.673,0.06503,0.79132,1,1.09805,0.000134375,0.000134375,0.000134375
84,473.385,0.06344,0.79545,1,1.09821,0.000127306,0.000127306,0.000127306
85,479.155,0.06899,0.79545,1,1.10846,0.000120238,0.000120238,0.000120238
86,484.751,0.061,0.78719,1,1.09534,0.000113169,0.000113169,0.000113169
87,490.342,0.05049,0.79959,1,1.10648,0.0001061,0.0001061,0.0001061
88,496.018,0.06809,0.79752,1,1.10532,9.90318e-05,9.90318e-05,9.90318e-05
89,501.651,0.04489,0.79959,1,1.10669,9.19632e-05,9.19632e-05,9.19632e-05
90,507.36,0.06259,0.79752,1,1.09647,8.48946e-05,8.48946e-05,8.48946e-05
91,541.35,0.0564,0.79959,1,1.10022,7.7826e-05,7.7826e-05,7.7826e-05
92,546.886,0.04903,0.79545,1,1.10925,7.07574e-05,7.07574e-05,7.07574e-05
93,552.745,0.06357,0.80372,1,1.09579,6.36888e-05,6.36888e-05,6.36888e-05
94,558.299,0.04552,0.79545,1,1.09277,5.66202e-05,5.66202e-05,5.66202e-05
95,564.199,0.045,0.79752,1,1.1062,4.95516e-05,4.95516e-05,4.95516e-05
96,569.947,0.05981,0.79959,1,1.09241,4.2483e-05,4.2483e-05,4.2483e-05
97,575.56,0.04655,0.80165,1,1.11646,3.54144e-05,3.54144e-05,3.54144e-05
98,581.155,0.04891,0.80165,1,1.10141,2.83458e-05,2.83458e-05,2.83458e-05
99,586.73,0.05426,0.79545,1,1.09894,2.12772e-05,2.12772e-05,2.12772e-05
100,592.407,0.0491,0.79752,1,1.1152,1.42086e-05,1.42086e-05,1.42086e-05
