epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.00297,1.27884,0.74587,1,1.26605,0.0002363,0.0002363,0.0002363
2,12.6763,0.76569,0.80785,1,1.17346,0.000468039,0.000468039,0.000468039
3,18.098,0.63365,0.79752,1,1.14807,0.000693495,0.000693495,0.000693495
4,23.324,0.54662,0.80992,1,1.12982,0.000685726,0.000685726,0.000685726
5,28.7944,0.51853,0.80992,1,1.11444,0.000676301,0.000676301,0.000676301
6,34.5776,0.4611,0.80992,1,1.11615,0.000666876,0.000666876,0.000666876
7,39.7676,0.40597,0.82025,1,1.10526,0.000657451,0.000657451,0.000657451
8,45.1136,0.37353,0.82231,1,1.10382,0.000648026,0.000648026,0.000648026
9,50.4747,0.34283,0.80785,1,1.11798,0.000638602,0.000638602,0.000638602
10,55.7454,0.32402,0.82851,1,1.10376,0.000629177,0.000629177,0.000629177
11,61.026,0.30711,0.82645,1,1.08972,0.000619752,0.000619752,0.000619752
12,66.4582,0.27641,0.80372,1,1.11395,0.000610327,0.000610327,0.000610327
13,71.8134,0.27698,0.79959,1,1.11829,0.000600902,0.000600902,0.000600902
14,77.5436,0.25179,0.81198,1,1.08539,0.000591478,0.000591478,0.000591478
15,83.4537,0.26383,0.81198,1,1.10391,0.000582053,0.000582053,0.000582053
16,89.2092,0.24935,0.79339,1,1.12024,0.000572628,0.000572628,0.000572628
17,94.6354,0.20472,0.82025,1,1.09106,0.000563203,0.000563203,0.000563203
18,99.9597,0.22547,0.81612,1,1.10352,0.000553778,0.000553778,0.000553778
19,105.423,0.19356,0.81612,1,1.08853,0.000544354,0.000544354,0.000544354
20,110.676,0.20166,0.80579,1,1.09961,0.000534929,0.000534929,0.000534929
21,116.242,0.19214,0.80165,1,1.09937,0.000525504,0.000525504,0.000525504
22,121.606,0.18613,0.82851,1,1.0874,0.000516079,0.000516079,0.000516079
23,127.4,0.18262,0.80785,1,1.09467,0.000506654,0.000506654,0.000506654
24,132.967,0.18634,0.81198,1,1.08823,0.00049723,0.00049723,0.00049723
25,138.558,0.17633,0.77893,1,1.1272,0.000487805,0.000487805,0.000487805
26,143.886,0.16805,0.80165,1,1.10846,0.00047838,0.00047838,0.00047838
27,149.293,0.15931,0.80372,1,1.11041,0.000468955,0.000468955,0.000468955
28,155.148,0.14316,0.79752,1,1.10446,0.00045953,0.00045953,0.00045953
29,160.557,0.147,0.78719,1,1.13751,0.000450106,0.000450106,0.000450106
30,166.283,0.15797,0.80165,1,1.0965,0.000440681,0.000440681,0.000440681
31,172.156,0.13996,0.80579,1,1.09769,0.000431256,0.000431256,0.000431256
32,177.681,0.13284,0.79752,1,1.10788,0.000421831,0.000421831,0.000421831
33,183.055,0.13535,0.79339,1,1.10651,0.000412406,0.000412406,0.000412406
34,188.468,0.12956,0.80372,1,1.0957,0.000402982,0.000402982,0.000402982
35,194.17,0.12042,0.78099,1,1.12354,0.000393557,0.000393557,0.000393557
36,199.525,0.11969,0.78306,1,1.10995,0.000384132,0.000384132,0.000384132
37,204.958,0.13695,0.78719,1,1.10608,0.000374707,0.000374707,0.000374707
38,210.928,0.11858,0.80165,1,1.09595,0.000365282,0.000365282,0.000365282
39,216.236,0.11333,0.78512,1,1.11603,0.000355858,0.000355858,0.000355858
40,221.555,0.10848,0.78306,1,1.11511,0.000346433,0.000346433,0.000346433
41,226.911,0.11267,0.78719,1,1.10553,0.000337008,0.000337008,0.000337008
42,232.319,0.10074,0.80785,1,1.14331,0.000327583,0.000327583,0.000327583
43,237.668,0.10818,0.80165,1,1.09152,0.000318158,0.000318158,0.000318158
44,242.984,0.12266,0.80372,1,1.11694,0.000308734,0.000308734,0.000308734
45,248.39,0.10832,0.79752,1,1.112,0.000299309,0.000299309,0.000299309
46,253.961,0.12209,0.80785,1,1.11298,0.000289884,0.000289884,0.000289884
47,259.131,0.10505,0.78926,1,1.12009,0.000280459,0.000280459,0.000280459
48,264.553,0.10636,0.80165,1,1.11249,0.000271034,0.000271034,0.000271034
49,270.192,0.08575,0.79752,1,1.12042,0.00026161,0.00026161,0.00026161
50,275.892,0.0991,0.80165,1,1.09586,0.000252185,0.000252185,0.000252185
51,281.535,0.08947,0.79545,1,1.10724,0.00024276,0.00024276,0.00024276
52,286.911,0.09313,0.79959,1,1.11383,0.000233335,0.000233335,0.000233335
53,292.602,0.08499,0.80165,1,1.09378,0.00022391,0.00022391,0.00022391
54,298.038,0.07883,0.79339,1,1.11874,0.000214486,0.000214486,0.000214486
55,303.479,0.07886,0.79545,1,1.0943,0.000205061,0.000205061,0.000205061
56,308.802,0.0849,0.79545,1,1.09167,0.000195636,0.000195636,0.000195636
57,314.442,0.09118,0.80579,1,1.09952,0.000186211,0.000186211,0.000186211
58,320.604,0.08186,0.80785,1,1.09088,0.000176786,0.000176786,0.000176786
59,326.708,0.09521,0.79959,1,1.11444,0.000167362,0.000167362,0.000167362
60,333.48,0.07481,0.79752,1,1.1095,0.000157937,0.000157937,0.000157937
61,339.222,0.09197,0.80165,1,1.09149,0.000148512,0.000148512,0.000148512
62,345.11,0.08307,0.80579,1,1.08716,0.000139087,0.000139087,0.000139087
63,350.53,0.08008,0.79752,1,1.11523,0.000129662,0.000129662,0.000129662
64,356.072,0.0711,0.79752,1,1.11081,0.000120238,0.000120238,0.000120238
65,361.614,0.06638,0.79545,1,1.09201,0.000110813,0.000110813,0.000110813
66,396.462,0.06166,0.80165,1,1.1152,0.000101388,0.000101388,0.000101388
67,401.837,0.07967,0.80372,1,1.0882,9.19632e-05,9.19632e-05,9.19632e-05
68,407.487,0.06874,0.79545,1,1.12134,8.25384e-05,8.25384e-05,8.25384e-05
69,413.282,0.07212,0.79752,1,1.09973,7.31136e-05,7.31136e-05,7.31136e-05
70,418.957,0.06122,0.80579,1,1.09723,6.36888e-05,6.36888e-05,6.36888e-05
71,424.432,0.05538,0.79959,1,1.09735,5.4264e-05,5.4264e-05,5.4264e-05
72,429.846,0.06894,0.80165,1,1.10223,4.48392e-05,4.48392e-05,4.48392e-05
73,435.509,0.06297,0.80165,1,1.08899,3.54144e-05,3.54144e-05,3.54144e-05
74,440.898,0.05951,0.80372,1,1.09479,2.59896e-05,2.59896e-05,2.59896e-05
75,446.406,0.06283,0.79752,1,1.10654,1.65648e-05,1.65648e-05,1.65648e-05
